z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,O2,H2O,H,O,OH,HO2,H2O2,N2
0.0100546875,2.2969168934633446,0.0,300.00006889064093,0.8494695493317224,0.02852024371363929,0.22636211853020252,3.840312214586111e-12,1.1068906687263574e-17,2.535912649015674e-13,1.5506446547207854e-14,6.556457989559053e-13,8.583646372377335e-15,0.7451176377513846
0.010078124999999999,2.296908214237234,0.0,300.0001409033505,0.8494727591849707,0.028519827477676785,0.22636224338067223,1.033218233394871e-11,3.5139925473205915e-17,5.451219020754079e-13,4.956263532602185e-14,1.6237827811701253e-12,6.19392983048662e-14,0.7451179291290385
0.010101562499999998,2.2968942105630608,0.0,300.0002965601342,0.8494779382392307,0.028519142267595658,0.226362448897212,2.8836343575706025e-11,1.1234043001343535e-16,1.2196445748273356e-12,1.5916953861295183e-13,4.455993202189692e-12,2.241892215152643e-13,0.745118408800297
0.010124999999999999,2.2968717719103173,0.0,300.000633017412,0.8494862369787305,0.02851801427734053,0.22636278718374495,8.156330283257152e-11,3.6041052230262047e-16,2.7802613246735957e-12,5.122239016908155e-13,1.2714384602631932e-11,7.175800507402586e-13,0.7451191984406264
0.0101484375,2.2968361613929225,0.0,300.00136028906263,0.8494994075500549,0.02851615740253513,0.22636334397630792,2.3175223016299445e-10,1.1587125707005814e-15,6.390927827555795e-12,1.6502296080977798e-12,3.670182925803277e-11,2.217940070356861e-12,0.7451204983424424
0.010171874999999999,2.296780410802813,0.0,300.00293235682176,0.8495200277596179,0.028513100705054147,0.22636426031713425,6.593739316673633e-10,3.731940071438915e-15,1.4744444772147894e-11,5.320236615218892e-12,1.0605883543128674e-10,6.780345881028485e-12,0.7451226381855295
0.010195312499999998,2.2966948433554535,0.0,300.006330631482,0.8495516781378337,0.028508069067302095,0.22636576814661394,1.8763096826722954e-09,1.206423248093817e-14,3.40702662111467e-11,1.7159949072249556e-11,3.055125982775894e-10,2.065368197110017e-11,0.7451261605323618
0.010207031249999998,2.296636358382897,0.0,300.00951019987923,0.849573312388504,0.028504334220320154,0.2263668868139397,3.3264142606461855e-09,2.3451157832768623e-14,5.325203846039412e-11,3.2967032616957076e-11,5.441224154647448e-10,3.820739472758019e-11,0.7451287749707481
0.010218749999999999,2.296565258891063,0.0,300.0145367779742,0.8495996143760476,0.02849939305370662,0.22636836597030255,6.11543482066152e-09,4.58934916471528e-14,8.502696231243928e-11,6.439972077798989e-11,1.0080764094664228e-09,7.367157350476613e-11,0.7451322336293279
0.010230468749999999,2.296481120805426,0.0,300.0224835101599,0.8496307418625185,0.028492856156345614,0.22637032130372978,1.1479210486523017e-08,9.03797146500932e-14,1.376602882453139e-10,1.2672888398705828e-10,1.9099547778891184e-09,1.4531830919753445e-10,0.7451368087409509
0.0102421875,2.296385506609407,0.0,300.0350472644915,0.8496661177868403,0.02848420860112884,0.22637290522827347,2.179351131943558e-08,1.7868332142479012e-13,2.2483982152580598e-10,2.5017628849633467e-10,3.662212599618787e-09,2.9005602580604853e-10,0.7451428599496079
0.01025390625,2.296283842758068,0.0,300.05491133187786,0.8497037352308409,0.028472769658058387,0.22637631820407356,4.162449251982452e-08,3.5474503260372377e-13,3.692306660052236e-10,4.945451032481167e-10,7.064285968323784e-09,5.82427885979657e-10,0.7451508620024802
0.010259765625,2.296235420893945,0.0,300.06917202945954,0.849721653357824,0.02846566570450834,0.22637843424510423,5.840006086783566e-08,5.102415356359137e-13,4.769589575707162e-10,7.064633138055707e-10,9.96444465872748e-09,8.404425550260982e-10,0.7451558296614476
0.010265624999999999,2.2961932804088367,0.0,300.08757663644894,0.8497372477250505,0.028457415790833312,0.2263808877115294,8.291900512123794e-08,7.362890891078093e-13,6.2002341415255e-10,1.016301001563466e-09,1.4244031684509199e-08,1.2300178379884444e-09,0.7451615964674527
0.010271484374999997,2.2961625371657637,0.0,300.11132972017543,0.849748624827595,0.02844783546681237,0.22638373118943714,1.1875457305059674e-07,1.0661890651537406e-12,8.100072723809097e-10,1.4686581329857871e-09,2.0561851957050802e-08,1.8182048022087226e-09,0.745168289929308
0.010277343749999997,2.2961503261516882,0.0,300.1419861255486,0.8497531438215201,0.028436710767961955,0.2263870249049923,1.7112735313048355e-07,1.5483042842068864e-12,1.0622870227286929e-09,2.1284993893959607e-09,2.989188192149943e-08,2.7061989587770126e-09,0.7451760574091816
0.010283203124999998,2.2961664742522565,0.0,300.18155284438257,0.8497471678159902,0.02842379356949965,0.22639083757224404,2.4766343884235766e-07,2.253732802039639e-12,1.3972726955208853e-09,3.090448804449348e-09,4.367412699752769e-08,4.046700683379132e-09,0.7451850689839019
0.010289062499999998,2.2962243820898847,0.0,300.23262048128726,0.8497257382782354,0.028408796243573422,0.22639524720092685,3.595004086498108e-07,3.288013397117295e-12,1.8420528950897992e-09,4.492330333640609e-09,6.40376406735354e-08,6.0700765829777475e-09,0.7451955206095695
0.010294921874999998,2.296342177455854,0.0,300.2985328761732,0.8496821499298888,0.028391385531430228,0.2264003417761425,5.228997215221539e-07,4.809896191471299e-12,2.4325765794877245e-09,6.534899988277471e-09,9.412998639605564e-08,9.1237583284519e-09,0.7452076375663118
0.010297851562499998,2.296432653075859,0.0,300.3386740816194,0.849648673866639,0.02838162947429295,0.2264031830041726,6.328506029296098e-07,5.845267745047696e-12,2.8004248996855833e-09,7.906286172234004e-09,1.1457176905138786e-07,1.123366462695551e-08,0.7452144181525509
0.010300781249999998,2.2965502944036364,0.0,300.3846497635109,0.8496051504111285,0.02837108932126041,0.22640624042963592,7.681467028573114e-07,7.1126690903829855e-12,3.228525026942178e-09,9.5826109351088e-09,1.3992867916661038e-07,1.3880449301441174e-08,0.7452217354746026
0.010303710937499998,2.29670017985196,0.0,300.4373079240701,0.8495497041419157,0.02835970253913055,0.22640952848299767,9.346221436547626e-07,8.667166677098746e-12,3.7267360426562155e-09,1.1630921498830517e-08,1.7138749562271463e-07,1.720049344971972e-08,0.7452296304009598
